#{"t_start": 1775974238.6233823, "env_id": "None"}
r,l,t
-34.020646,3,144.70509
-38.355881,4,144.706089
-24.538414,3,144.707089
-21.636892,2,144.708089
-30.896642,3,144.709089
-24.264429,2,144.709089
-36.054691,4,144.710089
-24.669368,2,144.711089
-27.498366,3,144.712089
-26.323995,3,144.713089
-35.327094,3,144.714091
-21.674098,2,144.714091
-32.889797,3,144.71509
-37.219105,3,144.716084
-42.833923,3,144.717084
-26.565949,2,144.718084
-39.46595,3,144.719084
-31.756798,3,144.720084
-17.541677,5,144.721084
-20.517533,2,144.722084
-25.349205,2,144.722084
-23.887403,2,144.723084
-44.742986,3,144.724084
-20.253806,2,144.725084
-34.090336,2,144.725084
-40.040777,3,144.726084
-29.003788,2,144.727084
-44.790032,4,144.728084
-26.356585,2,144.728084
-47.799797,3,144.729084
-30.148841,3,144.730084
-44.959084,3,144.731084
-31.774706,3,144.732084
-47.805873,3,144.733162
-22.14718,5,144.735168
-46.765254,3,144.73616
-43.912865,3,144.73616
-40.001389,3,144.737162
-31.0432,3,144.738254
-29.708949,3,144.739256
-30.599525,3,144.740256
-30.858286,2,144.740256
-25.8911,2,144.741257
-20.576513,3,144.742256
-35.277847,3,144.743255
-52.487582,3,144.743255
-37.245459,8,144.746256
-21.96573,2,144.746256
-39.453569,3,144.747252
-48.603228,3,144.748179
-45.167172,3,144.749171
-48.226502,4,144.750179
-39.558639,3,144.751178
-36.245597,3,144.752178
-32.003622,3,144.752697
-51.275636,3,144.753713
-38.87907,3,144.754713
-27.352483,3,144.755713
-21.002595,4,144.756713
-30.026259,5,144.757713
-38.479301,3,145.434319
-39.003855,3,145.435319
-23.398528,2,145.436319
-38.528798,5,145.437319
-48.108529,4,145.439322
-27.408854,3,145.440322
-30.561384,3,145.441322
-51.921917,3,145.442322
-51.542456,3,145.445322
-23.555956,2,145.446323
-39.003248,3,145.448322
-19.887239,2,145.448322
-44.118039,3,145.450322
-21.908297,2,145.450322
-43.672473,3,145.451322
-54.942538,4,145.452825
-36.090957,3,145.453828
-21.457755,2,145.454828
-22.801757,2,145.455828
-35.172046,4,145.456828
-27.203598,3,145.45983
-31.86069,3,145.46183
-40.130358,3,145.462828
-37.955529,3,145.463828
-19.967568,2,145.464829
-43.306265,3,145.465829
-52.307256,3,145.466829
-51.178206,4,145.467829
-29.790417,3,145.468828
-39.150252,5,145.470829
-32.014379,3,145.471829
-21.759845,4,145.473947
-23.774878,2,145.473947
-40.984227,3,145.474952
-25.243386,2,145.475951
-47.053353,3,145.476952
-27.184744,3,145.477951
-28.823873,2,145.478951
-24.993405,5,145.480951
-42.30374,3,145.481951
-19.54446,2,145.482951
-40.609871,4,145.483951
-38.326817,3,145.484951
-46.372138,3,145.485951
-28.036381,3,145.487951
-28.714752,2,145.487951
-21.695604,4,145.48995
-42.981633,3,145.490951
-19.872647,3,145.491951
-22.265466,2,145.49295
-51.100462,3,145.49395
-39.251855,3,145.49495
-45.066672,3,145.49595
-34.410747,3,145.49695
-31.703074,2,145.49795
-27.770228,2,145.49795
-39.200439,3,145.49995
-30.442009,2,145.49995
-26.322725,3,145.500951
-24.974028,2,145.501951
-33.078375,4,145.503951
-28.024627,2,145.503951
-38.590442,3,145.50495
-23.417684,3,145.50695
-42.302745,3,145.507951
-25.817999,2,145.507951
-36.424075,3,145.50995
-33.476054,5,145.51095
-47.68656,4,145.51295
-28.463536,4,145.51395
-43.815945,3,145.51495
-51.876624,4,145.51695
-43.00367,5,145.51795
-24.827429,4,145.51995
-45.731792,4,145.52095
-40.132349,4,145.52295
-34.889623,2,145.523505
-29.991424,5,145.525509
-22.949464,2,145.525509
-41.513526,3,145.526509
-10.469659,8,145.529509
-33.071535,4,145.531509
-25.625785,2,145.531509
-28.233377,4,145.533508
-38.07372,3,145.534508
-48.150539,3,145.535508
-28.807738,3,145.536508
-37.59782,3,145.537508
-24.44647,4,145.539511
-21.567366,4,145.540511
-24.037915,2,145.541511
-31.503313,4,145.542511
-38.263817,7,145.545511
-35.959414,4,145.546511
-50.789113,3,145.547511
-22.935226,2,145.548511
-45.690996,3,145.549511
-27.413653,3,145.550511
-51.136429,3,145.551511
-19.837458,4,145.553013
-21.290101,2,145.554016
-41.528357,3,145.555016
-25.283407,3,145.556015
-29.718809,2,145.557016
-60.690672,4,145.559016
-43.111973,3,145.560016
-33.010878,5,145.561016
-48.408857,3,145.563016
-30.025011,4,145.564016
-35.141548,2,145.565016
-23.422895,3,145.566016
-40.130859,3,145.568016
-52.636968,3,145.569016
-40.596202,3,145.572016
-48.27169,3,145.575017
-30.06323,2,145.577016
-45.759849,4,145.581016
-50.803435,3,145.583016
-22.705318,3,145.586016
-41.492736,3,145.588016
-45.012798,3,145.589016
-47.228507,3,145.590016
-26.08951,3,145.592016
-50.668046,3,145.593016
-45.213387,4,145.594016
-41.297137,3,145.595016
-22.48612,2,145.596016
-36.123728,4,145.597016
-48.737314,3,145.598016
-22.33222,2,145.599016
-47.81919,3,145.600016
-28.028317,3,145.602016
-19.843233,2,145.602016
-23.578223,3,145.603016
-26.626367,2,145.604016
-47.395281,4,145.606016
-41.413298,4,145.607016
-25.770276,4,145.608016
-40.183363,3,145.610016
-44.430666,3,145.611016
-27.751853,3,145.612015
-41.231377,4,145.613015
-32.534543,2,145.614016
-47.000829,3,145.615016
-33.938153,3,145.617016
-64.844816,3,145.618016
-41.968224,3,145.619016
-25.572029,3,145.620016
-72.270677,9,145.623016
-26.38503,2,145.624016
-50.980952,3,145.625016
-24.632714,2,145.626016
-48.279686,5,145.628016
-27.166934,2,145.628016
-31.969861,4,145.630016
-20.102374,2,145.630016
-27.413014,2,145.631016
-21.572898,2,145.632016
-23.076344,2,145.633016
-31.265356,3,145.634027
-37.683397,3,145.635025
-45.974848,3,145.636024
-24.294721,2,145.637024
-23.053609,2,145.638037
-40.599043,3,145.639037
-38.999601,3,145.640037
-51.817136,3,145.641037
-41.593306,3,145.642037
-29.007656,2,145.643037
-30.709039,3,145.644037
-24.95936,2,145.644037
-26.087349,3,145.645037
-43.186899,5,145.647037
-39.922676,3,145.648038
-29.202536,2,145.64903
-23.182526,2,145.650039
-43.729438,3,145.651037
-35.752133,3,145.651037
-30.049964,2,145.652549
-27.80175,2,145.653564
-23.941687,2,145.653564
-42.117158,3,145.654564
-30.178354,3,145.655564
-24.583505,4,145.657564
-49.383458,3,145.658564
-40.777939,4,145.659564
-26.123011,3,145.660564
-33.483369,3,145.661564
-35.619926,3,145.662564
-39.436928,3,145.663564
-21.978173,2,145.664568
-61.307963,3,145.665557
-24.347268,2,145.666565
-32.111355,3,145.667564
-44.470118,3,145.668564
-23.869754,4,145.669564
-37.484986,3,145.670564
-22.705078,2,145.670564
-36.432901,3,145.671564
-29.151529,2,145.672564
-21.534833,2,145.673564
-30.689411,2,145.673564
-30.322067,2,145.674564
-20.223476,2,145.675564
-26.687037,3,145.676564
-34.138668,3,145.677564
-37.121575,3,145.677564
-38.934481,4,145.681558
-24.227584,3,145.682559
-50.221467,3,145.683559
-29.978702,3,145.684559
-35.682603,3,145.685559
-40.112849,3,145.686559
-44.813686,3,145.687559
-38.863227,3,145.688559
-27.772374,3,145.689559
-24.197135,2,145.689559
-45.665174,3,145.690559
-39.250097,3,145.691559
-45.381364,4,145.692559
-38.907378,3,145.693559
-34.908355,4,145.695559
-43.588495,3,145.695559
-31.938026,3,145.697636
-23.148864,2,145.697636
-36.227405,4,145.699574
-20.913102,2,145.700559
-34.818339,4,145.701559
-25.985168,3,145.702559
-29.809137,3,145.703558
-24.884697,3,145.704559
-27.053111,2,145.704559
-20.941821,2,145.705559
-28.319225,3,145.706559
-42.196806,4,145.707559
-48.567204,3,145.708559
-24.500155,2,145.708559
-43.065895,3,145.709559
-53.299245,3,145.710559
-22.313818,2,145.711559
-30.837521,2,145.711559
-27.697063,3,145.712559
-49.425004,3,145.713559
-33.436041,3,145.714557
-20.10668,2,145.715567
-34.882121,4,145.716557
-28.84534,2,145.717639
-24.495071,2,145.717639
-31.975161,2,145.718638
-30.686586,3,145.719639
-32.426039,3,145.720636
-42.458058,5,145.721639
-46.598957,4,145.722643
-47.41179,3,145.723636
-34.730794,4,145.724638
-35.895587,3,145.725637
-23.509274,3,145.726637
-44.382708,3,145.727639
-47.524685,4,145.728558
-20.157922,2,145.729557
-25.747922,2,145.730559
-36.974941,2,145.731559
-19.938565,4,145.732607
-44.299658,3,145.733638
-27.912504,2,145.734637
-20.610752,3,145.734637
-47.005113,3,145.735636
-42.772435,3,145.736644
-28.646479,3,145.737557
-42.412341,3,145.73856
-20.015611,2,145.73956
-28.450815,2,145.73956
-37.769235,3,145.740642
-53.396094,5,145.741642
-34.191935,3,145.74264
-50.833573,3,145.743561
-23.760566,2,145.744646
-40.32062,4,145.745648
-45.187229,3,145.746641
-24.298578,2,145.747643
-34.498118,2,145.747643
-46.467661,3,145.748648
-46.21812,3,145.749563
-23.039166,2,145.750563
-18.859412,3,145.751563
-29.904113,2,145.751563
-38.75777,3,145.753068
-23.09706,2,145.753068
-28.526999,3,145.754075
-24.02026,3,145.755075
-30.281917,3,145.756074
-32.365372,3,145.757074
-32.117585,3,145.758075
-46.244036,3,145.758075
-26.663171,2,145.759074
-40.823488,4,145.760074
-37.731726,3,145.761074
-46.30967,3,145.762074
-35.024175,3,145.763074
-31.015552,3,145.764074
-22.814087,2,145.764074
-14.562559,8,145.766074
-46.180772,3,145.767074
-20.179115,2,145.768075
-42.260574,3,145.769074
-23.401906,2,145.769074
-47.866968,3,145.770074
-34.499582,3,145.771075
-39.362958,4,145.772074
-19.833963,4,145.773074
-29.55639,3,145.774074
-23.483712,2,145.775074
-46.615976,3,145.776074
-35.747054,3,145.777074
-53.982986,3,145.778075
-37.394475,3,145.778075
-21.238579,2,145.779074
-46.60458,3,145.780074
-33.950326,2,145.781073
-27.123219,3,145.782072
-27.315203,2,145.783075
-30.411856,3,145.783075
-49.821984,3,145.784074
-50.595626,3,145.785074
-29.980865,2,145.786075
-32.766052,5,145.787074
-21.256585,2,145.788074
-52.532836,7,145.792075
-48.394867,3,145.793072
-21.001462,2,145.793072
-30.54345,3,145.794159
-16.881815,4,145.795153
-23.885697,2,145.796153
-32.565121,4,145.797154
-41.421554,3,145.798075
-39.855504,4,145.799074
-38.383694,3,145.800074
-21.708241,2,145.801075
-21.31059,2,145.801075
-43.291718,5,145.803074
-33.005326,3,145.803074
-43.720558,3,145.804074
-34.755668,3,145.805074
-19.825186,2,145.806074
-48.587073,3,145.807074
-22.169268,2,145.807074
-33.112246,4,145.808074
-21.965621,2,145.809074
-44.321993,3,145.810074
-20.370287,2,145.810074
-19.848004,2,145.811074
-22.6039,6,145.813074
-22.640803,3,145.813074
-55.73163,6,145.816088
-53.377411,3,145.817075
-30.360083,3,145.818074
-17.779476,4,145.819074
-37.907886,4,145.820074
-25.062704,3,145.821074
-24.505941,3,145.822074
-44.808498,4,145.823074
-21.772921,2,145.824075
-129.099109,7,145.826074
-23.960541,2,145.826074
-32.215271,2,145.827074
-27.601737,4,145.828074
-32.696859,4,145.829074
-26.686414,3,145.830075
-46.751597,3,145.831092
-25.713445,2,145.832081
-42.626046,5,145.833075
-47.078234,3,145.834074
-22.602665,2,145.835074
-37.451741,2,145.835074
-47.815305,3,145.836075
-22.121269,2,145.837074
-25.785671,3,145.83808
-25.975256,2,145.83808
-47.933735,3,145.83908
-34.1558,4,145.84008
-34.797736,2,145.84108
-26.549417,3,145.84208
-20.814449,2,145.84208
-43.864782,4,145.84308
-39.898473,3,145.844079
-36.600831,3,145.84508
-20.901881,2,145.84608
-26.759949,3,145.84708
-39.507442,3,145.84808
-35.465625,3,145.84908
-28.463762,3,145.85008
-23.602238,3,145.85108
-25.42867,2,145.85108
-20.544105,2,145.85108
-29.214331,4,145.852585
-31.559087,3,145.853592
-18.842945,4,145.855606
-29.49092,2,145.855606
-47.395039,3,145.856597
-29.354978,2,145.857597
-27.04932,2,145.857597
-48.546134,3,145.858597
-31.940453,3,145.859597
-26.652264,4,145.860597
-26.328872,3,145.861597
-23.039317,2,145.862597
-52.50815,3,145.862597
-49.264361,3,145.863597
-28.033611,3,145.8646
-26.432376,2,145.865589
-37.762803,2,145.8666
-27.260196,3,145.867597
-49.365176,3,145.867597
-30.19822,3,145.868597
-34.180383,3,145.869597
-41.51806,3,145.87059
-24.675177,2,145.871598
-45.040015,3,145.871598
-52.939444,3,145.872597
-11.474957,7,145.874597
-40.578153,3,145.875597
-53.184311,3,145.876597
-33.649109,3,145.877597
-33.892759,3,145.877597
-34.467757,3,145.878597
-42.175236,3,145.879597
-44.584156,4,145.881592
-19.893475,2,145.881592
-28.405477,5,145.883595
-25.314863,2,145.884598
-41.142529,3,145.885597
-39.783182,4,145.88659
-47.125798,3,145.887599
-26.014536,3,145.888597
-33.090277,4,145.889597
-28.62164,2,145.890597
-28.72713,4,145.891598
-42.354508,3,145.892597
-42.02685,3,145.892597
-44.683169,3,145.893597
-50.51703,3,145.894597
-19.733502,4,145.895597
-23.200269,3,145.896597
-32.204019,2,145.89759
-25.278362,3,145.8986
-25.301112,2,145.89959
-38.577502,3,145.89959
-20.083511,2,145.900602
-28.90764,3,145.90359
-50.263511,3,145.904598
-20.668939,3,145.904598
-29.470311,2,145.905597
-23.719821,3,145.906597
-41.529169,5,145.907597
-49.037678,3,145.908597
-44.985867,4,145.909597
-40.5944,3,145.910597
-19.507227,2,145.911597
-20.405607,3,145.912597
-29.870073,3,145.912597
-34.7192,2,145.913597
-38.686014,3,145.914597
-30.944249,3,145.91559
-48.075419,3,145.916603
-31.625728,4,145.917598
-26.977358,3,145.918597
-22.650754,2,145.919597
-23.839288,2,145.919597
-41.018142,3,145.920597
-37.20288,3,145.921597
-37.524376,3,145.922597
-22.584342,2,145.922597
-26.812617,2,145.923597
-35.498601,3,145.924597
-22.895572,2,145.924597
-53.905995,3,145.925597
-45.500824,4,145.926597
-28.460648,3,145.927597
-48.212982,3,145.928597
-23.118343,5,145.929597
-42.347791,3,145.931593
-23.319983,2,145.931593
-30.223744,3,145.932592
-35.664107,3,145.933592
-36.4316,3,145.934592
-45.819339,3,145.935592
-33.009496,3,145.936592
-24.690146,2,145.937592
-26.912512,3,145.938598
-21.077029,2,145.938598
-45.227432,3,145.939598
-22.645543,2,145.940598
-48.576909,3,145.941598
-20.055691,2,145.941598
-36.139742,5,145.943598
-51.04812,3,145.944598
-37.031591,3,145.945598
-39.936869,3,145.946598
-42.124472,4,145.947598
-33.660552,3,145.948598
-46.255055,3,145.949674
-43.712613,4,145.950684
-21.451135,2,145.951684
-27.007811,3,145.952679
-38.525728,4,145.954307
-30.357804,3,145.954307
-41.154029,4,145.956342
-40.328308,3,145.956342
-63.144084,4,145.958258
-44.825155,4,145.959259
-23.47712,2,145.960259
-49.468683,3,145.961259
-21.196373,2,145.961259
-20.535115,2,145.962259
-44.875217,2,145.962259
-27.806166,2,145.963259
-26.691238,2,145.964258
-24.360065,5,145.966258
-35.603009,4,145.967258
-29.985754,3,145.968258
-24.680559,2,145.968258
-29.898577,3,145.969258
-47.201187,3,145.970258
-35.94083,4,145.971257
-49.243019,3,145.972277
-31.976343,5,145.973269
-23.611425,3,145.974268
-53.060768,3,145.975268
-49.35158,3,145.976268
-35.057064,3,145.977268
-23.603749,3,145.978268
-42.153596,5,145.979269
-20.715699,2,145.980271
-37.77231,3,145.981268
-24.781374,4,145.982258
-32.519807,3,145.98326
-27.47544,3,145.984261
-52.516035,3,145.98526
-42.156819,3,145.98626
-41.980672,3,145.98726
-14.432096,4,145.98826
-44.912193,3,145.98926
-48.99996,3,145.99026
-45.982914,4,145.99126
-43.60666,3,145.99226
-41.621251,3,145.99226
-30.061572,3,145.993259
-47.296373,3,145.99426
-22.419674,2,145.99526
-26.07981,3,145.99626
-38.998477,3,145.99726
-21.448205,2,145.998261
-42.470694,3,145.998261
-34.219981,3,146.000261
-49.729074,3,146.001261
-64.756092,6,146.00226
-39.750972,4,146.00426
-21.502209,2,146.00426
-41.988148,3,146.00526
-34.683106,3,146.00626
-34.834072,4,146.00726
-27.032636,2,146.00826
-46.67517,3,146.00826
-38.286226,4,146.01026
-24.546513,2,146.01026
-32.488091,3,146.013259
-21.964498,3,146.014344
-20.512922,3,146.016271
-33.993422,4,146.017265
-54.341531,5,146.018265
-29.146145,4,146.019265
-25.718092,2,146.020265
-24.576539,2,146.020265
-26.28955,5,146.022265
-26.959151,2,146.022265
-52.170807,3,146.023265
-43.002538,3,146.024265
-26.874533,4,146.025265
-31.412894,3,146.026265
-40.651846,3,146.027265
-48.907886,3,146.028266
-33.803318,3,146.029265
-48.367082,4,146.030265
-43.354767,3,146.031266
-26.33684,2,146.031266
-33.050253,2,146.032258
-19.093799,3,146.033258
-28.42337,2,146.034265
-31.8679,3,146.035265
-40.84931,3,146.035265
-28.501514,3,146.036265
-29.367987,3,146.037265
-25.093931,2,146.03828
-36.581216,3,146.039279
-25.402977,4,146.04028
-70.594068,7,146.042279
-69.101591,8,146.044271
-39.851441,3,146.04528
-49.985261,5,146.046279
-39.962725,3,146.047281
-46.033091,6,146.049273
-24.195578,3,146.050274
-45.789443,3,146.051275
-23.805195,2,146.051275
-47.461651,3,146.05278
-23.410444,2,146.053786
-32.385577,3,146.054787
-28.31484,3,146.055787
-18.815203,3,146.055787
-23.904597,2,146.056787
-14.545404,5,146.058787
-53.45915,3,146.058787
-31.445244,3,146.059787
-38.451656,3,146.060786
-47.567207,4,146.061787
-35.350725,3,146.062787
-25.627723,3,146.063786
-20.086873,2,146.064787
-41.652027,3,146.065787
-46.715365,3,146.066787
-22.557334,2,146.066787
-26.380503,3,146.067787
-30.408936,3,146.068787
-49.621204,3,146.069787
-41.77602,3,146.070787
-45.569139,4,146.071787
-22.2233,2,146.072787
-20.077554,3,146.073786
-33.126536,3,146.074787
-29.031584,3,146.074787
-40.261723,4,146.076787
-50.093283,3,146.076787
-30.558669,3,146.077787
-47.393288,5,146.079787
-43.623886,3,146.08087
-26.630095,3,146.081864
-20.864743,2,146.081864
-31.360657,2,146.082787
-31.612826,5,146.083863
-22.563292,7,146.085864
-22.765334,2,146.086863
-27.391052,2,146.086863
-51.870826,3,146.087867
-29.523791,3,146.088862
-45.663607,3,146.089861
-49.118238,3,146.090861
-38.337439,3,146.091864
-42.494204,3,146.091864
-48.944685,3,146.092864
-35.102942,2,146.093865
-40.400447,4,146.094867
-36.86082,4,146.095793
-38.477011,3,146.096792
-24.570947,3,146.097795
-47.107121,3,146.098792
-50.150596,3,146.099795
-22.768324,3,146.100792
-47.947043,4,146.101792
-39.287408,3,146.102792
-23.613941,2,146.102792
-48.266564,3,146.103792
-53.129412,3,146.104792
-48.161228,3,146.105792
-28.955797,4,146.106786
-33.424433,3,146.107793
-19.68497,3,146.108792
-25.161735,2,146.109792
-42.155873,3,146.110792
-25.519366,2,146.110792
-38.406119,4,146.111792
-39.463061,6,146.774665
-35.637546,3,146.775666
-25.488349,2,146.776665
-37.229479,3,146.777665
-43.865126,3,146.779665
-28.327529,3,146.780665
-36.011536,3,146.781666
-32.981295,3,146.783665
-19.666688,2,146.784665
-29.931477,3,146.787665
-31.579575,4,146.788665
-26.338721,2,146.789665
-26.676491,2,146.790665
-42.675005,5,146.792667
-39.739429,3,146.793665
-42.180071,3,146.794665
-26.724599,2,146.795665
-43.09537,3,146.796665
-24.498176,3,146.797665
-35.013128,3,146.798665
-47.10903,3,146.799665
-26.737891,2,146.800665
-39.699996,3,146.801665
-31.129015,3,146.802667
-44.91384,3,146.804667
-53.126643,3,146.805665
-52.840501,3,146.807665
-20.70087,2,146.807665
-35.718223,3,146.809665
-47.540898,4,146.810665
-43.1751,4,146.812665
-23.638141,3,146.813665
-45.370411,3,146.815666
-23.666606,2,146.816666
-25.24142,3,146.817666
-35.392155,3,146.818666
-43.367117,3,146.820666
-32.309834,2,146.821665
-26.462769,3,146.822665
-49.993662,3,146.823665
-21.913617,2,146.824665
-19.664498,2,146.825665
-22.003515,2,146.826665
-25.206833,5,146.828665
-25.269706,2,146.829665
-49.842181,3,146.830665
-29.37944,8,146.833665
-45.563211,4,146.835665
-44.162273,3,146.836665
-42.031123,3,146.837666
-26.406874,3,146.839669
-36.017118,4,146.840668
-18.422092,4,146.841668
-23.854499,3,146.842668
-29.30304,2,146.843668
-36.156008,3,146.844668
-25.182273,3,146.845668
-36.680839,3,146.847668
-29.416909,2,146.848668
-35.944372,2,146.849669
-41.280848,3,146.850668
-33.646345,3,146.851668
-33.207846,3,146.853171
-32.699936,3,146.854174
-52.141414,3,146.855174
-44.299127,3,146.856174
-21.633532,2,146.857174
-33.4177,3,146.858174
-24.117558,3,146.859174
-24.688376,2,146.859174
-23.020797,2,146.860174
-21.408914,3,146.861174
-41.51231,3,146.862174
-28.885534,3,146.864174
-21.313124,3,146.865174
-34.554658,3,146.866174
-44.63066,3,146.867174
-28.062977,2,146.868174
-38.8668,4,146.869174
-30.75546,4,146.871174
-45.150667,4,146.872174
-46.763245,3,146.873174
-43.743206,4,146.874174
-20.380947,2,146.875174
-38.275227,3,146.876174
-47.170711,7,146.879174
-38.382056,3,146.880174
-48.055445,3,146.881174
-52.366333,3,146.882174
-43.846719,3,146.884174
-29.279762,3,146.885174
-44.505222,4,146.887174
-22.350786,3,146.888174
-22.917243,2,146.889174
-34.87625,3,146.890174
-46.160387,3,146.891174
-31.98938,2,146.892174
-21.175551,2,146.893174
-35.914476,3,146.894174
-43.632807,4,146.898176
-30.616698,3,146.899175
-23.035799,2,146.900174
-42.544473,3,146.901174
-42.636777,4,146.903174
-26.648474,2,146.903174
-24.98717,3,146.905174
-68.236593,4,146.906174
-49.584215,3,146.907174
-43.987322,3,146.908174
-28.263887,2,146.909174
-42.682867,3,146.910174
-31.14278,2,146.911174
-37.195683,6,146.913174
-22.362336,2,146.914174
-59.209212,5,146.916174
-34.495707,3,146.917175
-48.710417,3,146.918174
-67.579503,3,146.919174
-31.044008,3,146.920173
-34.770218,3,146.921173
-22.409054,2,146.922174
-21.975394,2,146.923174
-21.665001,3,146.924174
-31.135495,3,146.925174
-39.659214,3,146.926174
-25.289768,3,146.927174
-22.686915,2,146.928174
-32.755287,3,146.929176
-41.216694,5,146.931175
-23.597981,2,146.932175
-46.171793,3,146.933175
-40.113282,4,146.934175
-43.537902,3,146.935175
-45.624415,3,146.936175
-27.46865,2,146.937175
-27.609977,3,146.938174
-26.399768,2,146.939178
-43.189337,3,146.940178
-33.000763,3,146.941178
-29.598212,4,146.942178
-53.120898,4,146.944178
-22.165121,2,146.944178
-29.274081,4,146.946178
-39.426084,3,146.947178
-32.709754,7,146.950178
-37.671226,3,146.952178
-36.243315,2,146.952178
-25.575256,2,146.953681
-23.020052,2,146.954684
-44.975439,4,146.955684
-25.064673,2,146.956684
-23.299165,2,146.957684
-46.052678,3,146.958684
-46.748195,3,146.960685
-29.759085,3,146.961684
-27.655291,2,146.962684
-51.199723,3,146.963684
-45.902372,3,146.965684
-23.99022,3,146.966684
-25.204026,2,146.967684
-44.151364,6,146.969684
-27.440784,2,146.970684
-22.571374,2,146.971684
-24.593771,2,146.972684
-19.478043,2,146.973694
-36.308065,3,146.974692
-32.454785,2,146.975692
-36.794066,3,146.976693
-22.955671,2,146.976693
-37.458162,3,146.977692
-44.474852,4,146.979692
-25.454225,2,146.980693
-23.578066,3,146.981692
-24.225587,2,146.981692
-48.496797,3,146.982685
-40.076706,3,146.983691
-48.191529,4,146.985692
-29.365131,3,146.986692
-21.309909,2,146.986692
-35.979334,4,146.988692
-35.258593,2,146.988692
-47.262709,3,146.989692
-31.155106,3,146.991693
-42.440961,3,146.992692
-51.793753,3,146.993692
-39.873501,3,146.994692
-48.055342,3,146.995692
-51.412742,3,146.996692
-48.696689,3,146.997692
-46.74638,4,146.998693
-46.324125,4,146.999685
-42.671797,3,147.001694
-32.779358,4,147.002692
-21.641168,2,147.003693
-33.637987,4,147.004692
-32.348107,3,147.005692
-44.774943,3,147.006692
-39.708836,4,147.009686
-48.115637,4,147.011687
-39.311214,3,147.012687
-30.026147,3,147.013688
-20.388614,2,147.014706
-49.844143,3,147.015686
-62.622316,5,147.017687
-31.599275,5,147.018687
-25.97727,3,147.019687
-23.446131,2,147.020687
-45.35947,3,147.021687
-37.826409,3,147.022687
-33.792799,3,147.023687
-23.146638,2,147.024705
-29.857715,3,147.025693
-21.491885,2,147.025693
-24.420693,2,147.026692
-35.619369,5,147.027692
-20.642734,2,147.028692
-22.251107,2,147.029692
-39.786321,4,147.030693
-41.75773,3,147.031692
-21.094958,2,147.031692
-47.681156,4,147.032685
-26.456976,5,147.034692
-47.428678,3,147.035692
-41.622483,3,147.036692
-47.428431,4,147.037692
-65.481185,3,147.038707
-27.76777,2,147.038707
-20.609587,2,147.039706
-20.370953,2,147.039706
-27.72386,3,147.040709
-34.354885,3,147.041706
-17.66902,10,147.044706
-30.735532,2,147.044706
-27.580898,4,147.046706
-31.267343,3,147.047708
-26.065194,2,147.047708
-31.936226,3,147.048706
-28.04004,2,147.049711
-44.554505,3,147.050707
-37.042142,4,147.051706
-32.920799,5,147.053218
-31.246999,4,147.054235
-43.187414,3,147.055233
-34.446502,3,147.056226
-31.138442,4,147.057236
-32.855013,2,147.057236
-31.31445,2,147.058233
-26.441808,2,147.058233
-24.278919,4,147.060234
-32.374633,3,147.060234
-41.824828,6,147.062233
-44.717393,3,147.063233
-34.01116,6,147.065228
-33.03662,3,147.066228
-37.655964,3,147.067228
-26.812038,2,147.067228
-48.266444,3,147.068228
-49.214408,3,147.069228
-14.56682,5,147.070228
-27.2434,3,147.072245
-22.431384,2,147.072245
-22.75765,2,147.073234
-30.987283,2,147.073234
-36.763958,4,147.075234
-22.842063,2,147.075234
-22.821218,3,147.076233
-21.011114,2,147.077233
-50.35547,3,147.077233
-24.047992,3,147.078233
-36.277153,2,147.079233
-38.337863,4,147.080233
-25.234641,2,147.081228
-41.139021,3,147.082227
-39.198945,3,147.083226
-33.971942,3,147.084225
-49.471429,3,147.085237
-30.826013,3,147.085237
-28.762118,3,147.086235
-34.241527,3,147.087234
-48.050961,3,147.088243
-22.281397,2,147.089234
-38.445461,2,147.090234
-24.176893,3,147.090234
-42.408138,4,147.092234
-26.593085,2,147.092234
-49.905761,3,147.093233
-48.527912,3,147.094233
-41.057634,3,147.095233
-35.499049,3,147.095233
-46.18222,4,147.097233
-20.319783,2,147.097233
-28.39244,6,147.099227
-48.79369,3,147.100233
-56.468187,5,147.101233
-30.148679,3,147.102234
-43.687473,4,147.103234
-37.379128,4,147.104234
-19.834071,2,147.105234
-42.979448,3,147.106234
-22.908526,2,147.106234
-43.266521,6,147.108233
-50.14059,3,147.109233
-23.767921,2,147.109233
-25.053207,2,147.110233
-20.34558,3,147.111233
-47.180692,3,147.112233
-27.032415,2,147.112233
-48.609507,3,147.113233
-41.436206,4,147.115239
-49.879146,3,147.116229
-23.627256,2,147.116229
-52.251531,3,147.117228
-49.480322,3,147.118228
-39.854408,3,147.121228
-21.449195,3,147.121228
-26.278877,2,147.122228
-50.21009,3,147.123228
-21.953084,2,147.124228
-21.459273,2,147.124228
-59.961899,3,147.125228
-23.682352,2,147.126228
-21.642656,2,147.126228
-44.406593,3,147.127228
-21.724181,2,147.128228
-43.681019,4,147.129228
-20.63301,2,147.130228
-39.616642,3,147.131249
-45.060213,3,147.132226
-24.804163,3,147.133228
-12.528641,7,147.135228
-20.719777,3,147.135228
-26.546654,2,147.136228
-29.381251,3,147.137228
-25.387214,7,147.139234
-33.534409,3,147.140234
-43.80026,3,147.141234
-44.326304,3,147.141234
-22.853994,2,147.142233
-40.458844,3,147.143234
-58.739826,4,147.144234
-39.841961,3,147.145234
-45.590633,4,147.146234
-20.8589,2,147.147234
-36.135127,3,147.148233
